Field,BN,$9,$a,SF2,Aut,Biblio
700,7361,12763,"Schmid, Federico R. E.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=12763#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7361#tab7XX
700,7362,8126,"Lafulla, Jaime",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=8126#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7362#tab7XX
100,7365,4581,"Dvorkin, Eduardo Natalio",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=4581#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7365#tab1XX
650,7365,19975,MODELOS MATEMATICOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19975#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7365#tab6XX
700,7367,9051,"Mantero, José María",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=9051#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7367#tab7XX
700,7377,10049,"Moya, Juan Albert",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=10049#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7377#tab7XX
700,7378,12150,"Rosales, Blanca M.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=12150#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7378#tab7XX
700,7380,9051,"Mantero, José María",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=9051#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7380#tab7XX
700,7380,4651,"Eggert, Otto",1874-1944,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=4651#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7380#tab7XX
700,7380,11761,"Reinhertz, Carl Johann Conrad",1859-1906,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=11761#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7380#tab7XX
700,7390,12457,"Sallarés, Martín",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=12457#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7390#tab7XX
700,7396,14385,"Velasco Corral, Carlos",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=14385#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7396#tab7XX
700,7396,5033,"Fernández Muñoz, Manuel",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=5033#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7396#tab7XX
700,7397,15148,"Zavala, Víctor Sánchez de",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15148#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7397#tab7XX
650,7401,15443,ALEACIONES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15443#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7401#tab6XX
700,7403,9867,"Monforte Soler, Manfredo",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=9867#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7403#tab7XX
700,7404,5010,"Fernández Ferrer, Julián",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=5010#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7404#tab7XX
650,7406,18352,FLOTABILIDAD,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18352#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7406#tab6XX
650,7406,16238,CARGAS ESTRUCTURALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16238#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7406#tab6XX
650,7406,18080,ESTRUCTURAS[CONSTRUCCION],,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18080#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7406#tab6XX
650,7406,22261,TIMONES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22261#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7406#tab6XX
650,7406,18792,HELICES DE BARCOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18792#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7406#tab6XX
650,7406,17158,DESCARGA DE MATERIALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17158#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7406#tab6XX
650,7406,20925,PROPULSION DE BARCOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20925#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7406#tab6XX
650,7406,17999,ESTABILIDAD,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17999#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7406#tab6XX
650,7406,21968,SUBMARINOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21968#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7406#tab6XX
650,7406,15928,BARCOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15928#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7406#tab6XX
650,7406,15809,ARQUITECTURA NAVAL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15809#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7406#tab6XX
700,7407,10676,"Palanca M. Fortun, Eduardo",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=10676#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7407#tab7XX
650,7409,20053,MOTORES DE COMBUSTION INTERNA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20053#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7409#tab6XX
700,7409,9643,"Mesny, Marcelo",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=9643#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7409#tab7XX
700,7410,9655,"Metzger, Gerardo",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=9655#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7410#tab7XX
700,7411,12971,"Serrano, G.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=12971#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7411#tab7XX
650,7414,19975,MODELOS MATEMATICOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19975#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7414#tab6XX
700,7414,15182,"Zienkiewicz, O. C.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15182#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7414#tab7XX
700,7414,13784,"Taylor, C.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=13784#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7414#tab7XX
700,7414,10432,"Oden, J. T.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=10432#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7414#tab7XX
700,7414,5525,"Gallagher, Richard Hugo",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=5525#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7414#tab7XX
650,7415,19975,MODELOS MATEMATICOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19975#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7415#tab6XX
700,7415,9940,"Morandi Cecchi, M.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=9940#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7415#tab7XX
700,7415,15182,"Zienkiewicz, O. C.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15182#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7415#tab7XX
700,7415,13784,"Taylor, C.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=13784#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7415#tab7XX
700,7415,10432,"Oden, J. T.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=10432#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7415#tab7XX
700,7415,5525,"Gallagher, Richard Hugo",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=5525#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7415#tab7XX
110,7420,414,Instituo Argentino de Racionalización de Materiales,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=414#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7420#tab1XX
650,7420,19076,INGENIERIA CIVIL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19076#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7420#tab6XX
650,7420,17263,DIBUJOS TECNICOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17263#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7420#tab6XX
650,7423,16102,CALCULO DIFERENCIAL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16102#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7423#tab6XX
650,7423,15666,ANALISIS NUMERICO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15666#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7423#tab6XX
650,7423,17505,ECUACIONES DIFERENCIALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17505#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7423#tab6XX
650,7423,15681,ANALISIS VECTORIAL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15681#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7423#tab6XX
700,7423,14401,"Vélez Cantarell, Francisco",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=14401#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7423#tab7XX
650,7425,19625,MATEMATICAS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19625#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7425#tab6XX
700,7425,10714,"Paniagua Bocanegra, Francisco",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=10714#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7425#tab7XX
700,7430,10561,"Ortiz Fornaguera, Ramón",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=10561#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7430#tab7XX
700,7431,22894,"D'Alessio, Juan T.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22894#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7431#tab7XX
650,7432,21515,ROTORES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21515#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7432#tab6XX
650,7432,21520,RUEDAS DENTADAS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21520#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7432#tab6XX
650,7432,15971,BILELAS DE CONEXION,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15971#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7432#tab6XX
650,7432,22379,TRANSMISIONES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22379#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7432#tab6XX
650,7432,22679,VOLANTES[DE INERCIA],,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22679#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7432#tab6XX
650,7432,21521,RUEDAS DE VEHICULOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21521#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7432#tab6XX
650,7432,17586,EJES[COMPONENTES DE MAQUINAS],,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17586#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7432#tab6XX
650,7432,22624,VIBRACIONES DE MAQUINAS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22624#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7432#tab6XX
650,7432,17291,DINAMICA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17291#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7432#tab6XX
650,7432,16384,CINEMATICA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16384#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7432#tab6XX
650,7432,15572,ANALISIS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15572#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7432#tab6XX
650,7432,19713,MECANISMOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19713#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7432#tab6XX
700,7437,2943,"Cárcer, Manuel Vidal de",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=2943#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7437#tab7XX
700,7444,11639,"Ramos, Samuel",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=11639#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7444#tab7XX
700,7452,6536,"Gutiérrez Mora, Pedro",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=6536#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7452#tab7XX
650,7454,18375,FLUJO DE FLUIDOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18375#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7454#tab6XX
700,7454,8636,"Llull Sala, Ramón",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=8636#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7454#tab7XX
700,7455,8442,"Lepe Saucedo, José Luis",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=8442#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7455#tab7XX
700,7457,6164,"González Sánchez, Luis",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=6164#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7457#tab7XX
700,7458,5202,"Flores Feregrino, José Luis",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=5202#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7458#tab7XX
110,7460,25855,Asociación técnica española del pretensado,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=25855#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7460#tab1XX
650,7467,17263,DIBUJOS TECNICOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17263#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7467#tab6XX
700,7467,12237,"Rouquette de Fonvielle, Claudio",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=12237#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7467#tab7XX
650,7468,20065,MOTORES DIESEL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20065#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7468#tab6XX
100,7469,5018,"Fernández, José S.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=5018#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7469#tab1XX
650,7469,21102,RADIACTIVIDAD,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21102#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7469#tab6XX
650,7469,17598,ELECTRICIDAD,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17598#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7469#tab6XX
100,7470,10425,"Ocón García, Joaquín",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=10425#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7470#tab1XX
650,7470,22331,TRANSFERENCIA DE CALOR,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22331#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7470#tab6XX
650,7470,18375,FLUJO DE FLUIDOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18375#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7470#tab6XX
700,7470,13949,"Tojo Barreiro, Gabriel",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=13949#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7470#tab7XX
700,7471,14528,"Villegas Urquidi, Mario",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=14528#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7471#tab7XX
700,7472,9795,"Miraglia, Carlos",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=9795#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7472#tab7XX
100,7473,10425,"Ocon García, Joaquín",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=10425#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7473#tab1XX
650,7473,18375,FLUJO DE FLUIDOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18375#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7473#tab6XX
700,7473,13949,"Tojo Barreiro, Gabriel",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=13949#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7473#tab7XX
700,7474,10714,"Paniagua Bocanegra, Francisco",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=10714#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7474#tab7XX
650,7475,20053,MOTORES DE COMBUSTION INTERNA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20053#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7475#tab6XX
700,7475,9849,"Molina García, Antonio",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=9849#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7475#tab7XX
700,7480,5638,"García, Jaime Elgström",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=5638#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7480#tab7XX
650,7481,18665,GESTION,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18665#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7481#tab6XX
700,7481,4880,"Fagoaga, Manuel",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=4880#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7481#tab7XX
650,7483,20053,MOTORES DE COMBUSTION INTERNA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20053#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7483#tab6XX
700,7483,9875,"Monsivais Lara, Cristóbal",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=9875#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7483#tab7XX
650,7484,22331,TRANSFERENCIA DE CALOR,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22331#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7484#tab6XX
700,7484,5505,"Galán Patiño, Antonio",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=5505#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7484#tab7XX
700,7485,3939,"D'Alessio, Enrique A.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=3939#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7485#tab7XX
100,7494,13594,"Streeter, Víctor Lyle",1909-,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=13594#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7494#tab1XX
650,7494,18375,FLUJO DE FLUIDOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18375#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=7494#tab6XX
