Field,BN,$9,$a,SF2,Aut,Biblio
650,126,18025,ESTATICA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18025#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=126#tab6XX
700,126,6237,"Gradowczyk, Mario H.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=6237#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=126#tab7XX
700,126,8391,"Leisse de Mertig, Renate",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=8391#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=126#tab7XX
100,134,5018,"Fernández, José S.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=5018#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=134#tab1XX
100,135,13366,"Sorín, Saúl",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=13366#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=135#tab1XX
650,138,15462,ALGEBRA LINEAL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15462#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=138#tab6XX
700,138,8222,"Lara Aparicio, Miguel",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=8222#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=138#tab7XX
650,148,19698,MATRICES[MATEMATICAS],,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19698#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=148#tab6XX
650,148,15462,ALGEBRA LINEAL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15462#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=148#tab6XX
700,148,10452,"Ojeda Peña, Eduardo Manuel",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=10452#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=148#tab7XX
700,149,6461,"Guerrero Zepeda, Gonzalo",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=6461#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=149#tab7XX
650,150,19625,MATEMATICAS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19625#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=150#tab6XX
700,150,8753,"López Mateos, Manuel",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=8753#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=150#tab7XX
650,152,19698,MATRICES[MATEMATICAS],,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19698#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=152#tab6XX
650,152,15462,ALGEBRA LINEAL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15462#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=152#tab6XX
700,152,8753,"López Mateos, Manuel",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=8753#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=152#tab7XX
650,153,19380,LENGUAJES DE PROGRAMACION,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19380#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=153#tab6XX
700,153,7406,"Jaen, José Alberto",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=7406#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=153#tab7XX
650,155,17598,ELECTRICIDAD,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17598#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=155#tab6XX
700,155,5077,"Ferrer Kutter, Carlos",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=5077#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=155#tab7XX
650,157,18025,ESTATICA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18025#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=157#tab6XX
700,157,10274,"Nevill, John T.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=10274#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=157#tab7XX
650,172,15462,ALGEBRA LINEAL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15462#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=172#tab6XX
700,172,9536,"Medkov, K. P.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=9536#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=172#tab7XX
650,175,22578,VARIABLES COMPLEJAS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22578#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=175#tab6XX
650,175,16105,CALCULO INTEGRAL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16105#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=175#tab6XX
650,175,16102,CALCULO DIFERENCIAL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16102#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=175#tab6XX
650,175,15659,ANALISIS[MATEMATICAS],,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15659#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=175#tab6XX
710,176,511,Massachusetts Institute of Technology,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=511#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=176#tab7XX
700,176,13318,"Solé Flores, José",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=13318#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=176#tab7XX
700,176,7271,"Ibáñez Morlán, Luis",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=7271#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=176#tab7XX
700,176,3886,"Cumella Pau, Antonio",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=3886#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=176#tab7XX
100,184,10832,"Pavon Isern, Rafael",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=10832#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=184#tab1XX
650,184,17598,ELECTRICIDAD,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17598#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=184#tab6XX
650,185,17477,ECONOMIA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17477#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=185#tab6XX
700,185,7143,"Hortala Arau, J.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=7143#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=185#tab7XX
700,185,14102,"Tugores, Juan",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=14102#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=185#tab7XX
700,187,9910,"Montojo, José Patricio",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=9910#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=187#tab7XX
700,188,12687,"Savransky, Enrique Fernando",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=12687#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=188#tab7XX
700,189,6929,"Hernandez Vasquez, Orlando",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=6929#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=189#tab7XX
700,189,7432,"Jaramillo Florez, Samuel Angel",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=7432#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=189#tab7XX
700,189,13935,"Tiznado Santana, Marco Antonio",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=13935#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=189#tab7XX
700,193,4869,"Fabián-Frankel, Bartolomé Alejandro",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=4869#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=193#tab7XX
650,194,20065,MOTORES DIESEL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20065#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=194#tab6XX
650,194,20053,MOTORES DE COMBUSTION INTERNA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20053#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=194#tab6XX
700,194,9878,"Montalbetti, Luis",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=9878#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=194#tab7XX
700,200,2821,"Calvet Pérez, Ricardo",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=2821#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=200#tab7XX
650,201,19380,LENGUAJES DE PROGRAMACION,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19380#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=201#tab6XX
700,201,9351,"Mateo García, Felisa",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=9351#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=201#tab7XX
650,203,16415,CIRCUITOS ELECTRICOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16415#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=203#tab6XX
650,203,22076,TECNOLOGIA ELECTRICA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22076#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=203#tab6XX
650,210,18490,FUENTES DE ENERGIA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18490#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=210#tab6XX
700,210,5441,"Fuchs, Roberto",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=5441#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=210#tab7XX
700,214,12532,"Sanchez Navarro, Jose Daniel",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=12532#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=214#tab7XX
700,214,23479,"Vaquero Sánchez, Antonio",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=23479#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=214#tab7XX
650,221,17598,ELECTRICIDAD,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17598#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=221#tab6XX
650,221,19625,MATEMATICAS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19625#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=221#tab6XX
700,221,4606,"Ebert, Hermann",1826-,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=4606#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=221#tab7XX
700,233,4325,"Di Marco, Adolfo",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=4325#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=233#tab7XX
100,234,15089,"Yourdon, Edward",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15089#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=234#tab1XX
650,234,19866,METODOS DE SIMULACION,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19866#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=234#tab6XX
650,234,19946,MODELIZACION ESTRUCTURAL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19946#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=234#tab6XX
650,234,15624,ANALISIS DE SISTEMAS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15624#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=234#tab6XX
700,234,13782,"Taylor Armitage, Física Alexandra",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=13782#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=234#tab7XX
700,234,8473,"Levine Gutiérrez, Guillermo",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=8473#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=234#tab7XX
650,235,16463,C[LENGUAJE DE PROGRAMACION],,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16463#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=235#tab6XX
650,235,20851,PROGRAMACION DE COMPUTADORAS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20851#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=235#tab6XX
700,235,6074,"Gomez Muñoz, Néstor",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=6074#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=235#tab7XX
650,236,19897,MICROCOMPUTADORAS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19897#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=236#tab6XX
650,236,19383,LENGUAJES ENSAMBLADORES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19383#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=236#tab6XX
650,236,19380,LENGUAJES DE PROGRAMACION,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19380#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=236#tab6XX
700,236,10975,"Pérez Gómez, José",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=10975#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=236#tab7XX
700,236,3305,"Chávez Covarrubias, Sergio",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=3305#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=236#tab7XX
650,239,22400,TRANSPORTE DE MATERIA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22400#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=239#tab6XX
650,239,22396,TRANSPORTE DE ENERGIA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22396#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=239#tab6XX
650,239,22661,VISCOSIDAD,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22661#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=239#tab6XX
650,239,20899,PROPIEDADES DE TRANSPORTE,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20899#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=239#tab6XX
700,239,9365,"Mato Vázquez, Fidel",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=9365#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=239#tab7XX
100,241,11505,"Quadri, Néstor Pedro",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=11505#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=241#tab1XX
100,242,11505,"Quadri, Néstor Pedro",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=11505#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=242#tab1XX
650,242,17518,EDIFICIOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17518#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=242#tab6XX
650,242,21585,SEGURIDAD,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21585#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=242#tab6XX
650,242,18961,INCENDIOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18961#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=242#tab6XX
100,247,5338,"Franco, Horacio E. J.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=5338#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=247#tab1XX
100,254,14229,"Valentinuzzi, Máximo Eugenio",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=14229#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=254#tab1XX
650,260,22588,VECTORES[MATEMATICAS],,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22588#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=260#tab6XX
650,260,19698,MATRICES[MATEMATICAS],,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19698#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=260#tab6XX
650,260,15462,ALGEBRA LINEAL,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15462#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=260#tab6XX
700,260,9244,"Martinez Ontalba, Celia",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=9244#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=260#tab7XX
700,270,5273,"Fortet Gay, Ramón",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=5273#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=270#tab7XX
700,270,2819,"Calvet, Alberto",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=2819#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=270#tab7XX
700,273,6459,"Guerrero S., Daniel Nicolás",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=6459#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=273#tab7XX
700,273,4138,"Delouche, James",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=4138#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=273#tab7XX
700,273,6326,"Gregg, Bill R.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=6326#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=273#tab7XX
700,273,14336,"Vaughan, Charles E.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=14336#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=273#tab7XX
100,289,11536,"Quintana, Gerardo",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=11536#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=289#tab1XX
650,289,18025,ESTATICA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18025#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=289#tab6XX
650,289,19549,MANUALES,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19549#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=289#tab6XX
700,289,12120,"Romera Carrion, Carlos",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=12120#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=289#tab7XX
650,294,17787,ENSAYOS DE LABORATORIO,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17787#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=294#tab6XX
700,294,10679,"Palazón, Alfredo C. A.",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=10679#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=294#tab7XX
100,317,6107,"Gonzalez Arzac, Ricardo",,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=6107#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=317#tab1XX
650,323,17263,DIBUJOS TECNICOS,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17263#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=323#tab6XX
650,334,15458,ALGEBRA,,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15458#tab1XX,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=334#tab6XX
